City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Tatvan,TR,2021-03-28 16:09:20,38.5067,42.2817,20.91,87,32,3.85
294,Akureyri,IS,2021-03-28 16:09:20,65.6835,-18.0878,28.4,93,90,11.5
295,Cockburn Town,TC,2021-03-28 16:09:20,21.4612,-71.1419,77.36,75,1,22.24
296,Pacific Grove,US,2021-03-28 16:06:18,36.6177,-121.9166,55.4,62,1,6.46
297,Klaksvik,FO,2021-03-28 16:09:21,62.2266,-6.589,41.0,81,40,20.71
298,Male,MV,2021-03-28 16:09:21,4.1748,73.5089,84.2,84,75,13.8
299,Asekeyevo,RU,2021-03-28 16:09:21,53.5742,52.7972,28.38,87,100,10.13
300,Fairbanks,US,2021-03-28 16:08:11,64.8378,-147.7164,3.2,78,90,2.04
301,Adrar,MR,2021-03-28 16:09:21,20.5022,-10.0711,98.15,4,47,10.67
302,Arinos,BR,2021-03-28 16:09:22,-15.9169,-46.1056,90.93,32,98,2.46
303,Brae,GB,2021-03-28 16:09:22,60.3964,-1.353,46.4,71,20,19.57
304,Krasnoselkup,RU,2021-03-28 16:09:22,65.7,82.4667,0.21,97,75,8.86
305,Grand Bank,CA,2021-03-28 16:09:22,47.0999,-55.765,28.4,69,90,6.91
306,Elizabethton,US,2021-03-28 16:09:23,36.3487,-82.2107,62.6,88,75,11.34
307,Sao Filipe,CV,2021-03-28 16:09:17,14.8961,-24.4956,69.91,74,3,15.12
308,Kokologo,BF,2021-03-28 16:09:23,12.1897,-1.8856,98.6,10,2,10.36
309,Nara,JP,2021-03-28 16:09:23,34.6851,135.8049,60.01,98,99,5.06
310,East London,ZA,2021-03-28 16:04:54,-33.0153,27.9116,66.2,68,20,10.36
311,Ibanda,TZ,2021-03-28 16:09:24,-2.7974,32.4746,80.6,65,20,11.5
312,Visby,SE,2021-03-28 16:09:24,57.6409,18.296,44.01,75,0,21.85
313,Honningsvag,NO,2021-03-28 16:09:24,70.9821,25.9704,37.4,70,75,21.85
314,Bachaquero,VE,2021-03-28 16:09:25,9.9694,-71.1494,85.73,55,100,4.43
315,Raudeberg,NO,2021-03-28 16:09:25,61.9875,5.1352,44.01,91,100,21.85
316,Husavik,IS,2021-03-28 16:09:25,66.0449,-17.3389,28.4,93,90,11.5
317,Hofn,IS,2021-03-28 16:08:59,64.2539,-15.2082,33.8,86,20,13.8
318,Kedrovyy,RU,2021-03-28 16:09:25,56.1667,91.8167,37.4,70,40,6.71
319,Lakes Entrance,AU,2021-03-28 16:09:25,-37.8811,147.981,50.0,94,3,9.62
320,Rodrigues Alves,BR,2021-03-28 16:09:26,-7.738,-72.6509,85.35,65,97,4.0
321,Necochea,AR,2021-03-28 16:09:26,-38.5473,-58.7368,69.01,76,70,4.0
322,San Quintin,MX,2021-03-28 16:09:26,30.4833,-115.95,69.04,23,0,4.52
323,Flinders,AU,2021-03-28 16:09:26,-34.5833,150.8552,60.01,84,71,1.01
324,Ponta Delgada,PT,2021-03-28 16:09:27,37.7333,-25.6667,60.8,77,20,8.05
325,Santiago Del Estero,AR,2021-03-28 16:07:19,-27.7951,-64.2615,77.32,33,2,2.53
326,Cam Ranh,VN,2021-03-28 16:09:27,11.9214,109.1591,77.0,88,0,1.14
327,Algiers,DZ,2021-03-28 16:09:28,36.7525,3.042,69.8,56,0,10.36
328,Torbay,CA,2021-03-28 16:09:28,47.6666,-52.7314,27.0,80,90,14.97
329,Yumen,CN,2021-03-28 16:09:28,40.2833,97.2,49.05,42,50,10.16
330,Saint Anthony,US,2021-03-28 16:09:29,45.0205,-93.218,37.99,48,75,9.22
331,Ust-Nera,RU,2021-03-28 16:09:06,64.5667,143.2,-3.77,99,96,3.78
332,Vauvert,FR,2021-03-28 16:09:29,43.7,4.2833,66.2,45,0,5.75
333,Shimoda,JP,2021-03-28 16:06:27,34.6667,138.95,64.4,94,90,20.71
334,Waddan,LY,2021-03-28 16:09:30,29.1614,16.139,72.03,15,80,9.51
335,Ilulissat,GL,2021-03-28 16:09:30,69.2167,-51.1,-5.8,41,7,4.43
336,Kahului,US,2021-03-28 16:09:31,20.8947,-156.47,69.8,83,40,11.5
337,Juegang,CN,2021-03-28 16:07:08,32.3174,121.1855,57.69,78,0,7.72
338,Tessalit,ML,2021-03-28 16:09:31,20.1986,1.0114,88.48,5,0,12.91
339,Mobaye,CF,2021-03-28 16:09:31,4.319,21.1786,87.35,40,90,1.63
340,Ruiz,MX,2021-03-28 16:09:32,21.95,-105.15,60.8,82,75,2.24
341,Campbeltown,GB,2021-03-28 16:09:32,55.4258,-5.6076,53.6,100,75,17.27
342,Istok,XK,2021-03-28 16:09:32,42.7808,20.4875,55.4,24,20,9.22
343,Lobva,RU,2021-03-28 16:09:32,59.1854,60.5185,28.54,75,9,10.87
344,Bouca,CF,2021-03-28 16:09:33,6.5105,18.2733,92.84,33,82,4.88
345,Asosa,ET,2021-03-28 16:09:33,10.0667,34.5333,80.31,20,84,5.5
346,Bani Walid,LY,2021-03-28 16:09:33,31.7566,13.9942,73.02,14,98,6.71
347,Clyde River,CA,2021-03-28 16:06:01,70.4692,-68.5914,-7.6,84,1,3.44
348,Derzhavinsk,KZ,2021-03-28 16:09:33,51.1,66.3167,16.12,92,69,8.52
349,Liwale,TZ,2021-03-28 16:09:34,-9.7667,37.9333,72.18,92,81,2.66
350,Ust-Ishim,RU,2021-03-28 16:09:34,57.6935,71.1665,22.23,91,100,9.31
351,Huangmei,CN,2021-03-28 16:09:34,30.1924,116.025,62.55,77,0,1.54
352,Olinda,BR,2021-03-28 16:09:35,-8.0089,-34.8553,82.4,65,40,4.61
353,Bandarban,BD,2021-03-28 16:09:35,22.1965,92.2262,72.77,69,94,3.13
354,Olafsvik,IS,2021-03-28 16:09:35,64.8945,-23.7142,30.58,83,100,17.85
355,Kholodnyy,RU,2021-03-28 16:09:35,62.7167,147.95,-3.87,96,100,1.92
356,Kangaatsiaq,GL,2021-03-28 16:06:11,68.3065,-53.4641,-12.69,69,21,12.68
357,Fortuna,US,2021-03-28 16:09:36,40.5982,-124.1573,39.2,100,90,8.05
358,Saint-Leu,RE,2021-03-28 16:09:36,-21.15,55.2833,80.6,78,40,6.91
359,Puerto Princesa,PH,2021-03-28 16:09:36,9.7392,118.7353,82.4,78,75,4.61
360,Belyy,RU,2021-03-28 16:09:36,55.8402,32.9419,36.37,87,100,6.15
361,Vestmannaeyjar,IS,2021-03-28 16:09:37,63.4427,-20.2734,32.0,86,40,4.61
362,Novomykolayivka,UA,2021-03-28 16:09:37,47.9781,35.9102,50.0,66,0,4.47
363,Gunjur,GM,2021-03-28 16:09:37,13.2019,-16.7339,86.0,45,0,13.8
364,Avera,US,2021-03-28 16:09:37,33.194,-82.5271,79.0,65,1,19.57
365,Kamina,CD,2021-03-28 16:09:38,-8.7386,24.9906,69.21,90,85,4.59
366,Moche,PE,2021-03-28 16:09:38,-8.1711,-79.0092,71.6,83,100,10.36
367,Gorontalo,ID,2021-03-28 16:09:38,0.5412,123.0595,74.03,89,100,3.11
368,Lorengau,PG,2021-03-28 16:09:39,-2.0226,147.2712,81.3,80,93,9.04
369,Georgetown,MY,2021-03-28 16:09:03,5.4112,100.3354,80.6,89,40,8.05
370,Vila Velha,BR,2021-03-28 16:09:39,-20.3297,-40.2925,89.6,58,20,10.36
371,Goderich,CA,2021-03-28 16:08:08,43.7501,-81.7165,42.8,93,100,17.27
372,Moose Factory,CA,2021-03-28 16:09:39,51.2585,-80.6094,30.2,80,90,11.5
373,Milkovo,RU,2021-03-28 16:09:40,54.7167,158.6167,7.03,80,65,4.7
374,Maceio,BR,2021-03-28 16:06:49,-9.6658,-35.7353,77.0,88,75,11.5
375,Aklavik,CA,2021-03-28 16:09:40,68.2191,-135.0107,-11.2,70,75,8.05
376,Roebourne,AU,2021-03-28 16:09:40,-20.7833,117.1333,87.08,49,7,10.6
377,Breaza,RO,2021-03-28 16:09:40,45.1833,25.6667,42.01,73,88,9.82
378,Ostrovnoy,RU,2021-03-28 16:08:46,68.0531,39.5131,35.28,98,100,17.05
379,Mamlyutka,KZ,2021-03-28 16:09:41,54.9375,68.5394,19.58,87,38,13.6
380,Oussouye,SN,2021-03-28 16:09:41,12.485,-16.5469,98.6,61,0,11.5
381,Luganville,VU,2021-03-28 16:09:41,-15.5333,167.1667,79.52,85,36,8.3
382,Kahama,TZ,2021-03-28 16:09:42,-3.8333,32.6,73.22,61,55,1.03
383,Port Blair,IN,2021-03-28 16:09:11,11.6667,92.75,82.49,76,100,3.29
384,Nanortalik,GL,2021-03-28 16:09:42,60.1432,-45.2371,27.46,67,22,6.62
385,Orotukan,RU,2021-03-28 16:09:42,62.2667,151.7,-8.68,83,69,5.7
386,Springfield,US,2021-03-28 16:06:47,37.2153,-93.2982,51.01,46,1,14.97
387,Silvassa,IN,2021-03-28 16:09:42,20.2667,73.0167,83.48,39,48,3.74
388,Mitu,CO,2021-03-28 16:09:43,1.1983,-70.1733,73.2,97,98,4.7
389,Biltine,TD,2021-03-28 16:09:43,14.5333,20.9167,88.23,12,70,17.69
390,Birobidzhan,RU,2021-03-28 16:09:44,48.8,132.95,36.3,93,100,9.28
391,Bandarbeyla,SO,2021-03-28 16:09:44,9.4942,50.8122,79.95,71,86,7.45
392,Cayenne,GF,2021-03-28 16:09:44,4.9333,-52.3333,82.0,89,75,13.8
393,Santiago,CL,2021-03-28 16:05:03,-33.4569,-70.6483,80.01,23,0,5.75
394,Palu,ID,2021-03-28 16:08:56,-0.8917,119.8707,75.69,94,99,1.61
395,Marawi,PH,2021-03-28 16:09:45,7.9986,124.2928,79.0,87,97,5.01
396,Yangambi,CD,2021-03-28 16:09:45,0.8102,24.4336,84.81,50,72,2.82
397,Praia Da Vitoria,PT,2021-03-28 16:09:45,38.7333,-27.0667,64.4,72,40,14.99
398,Pisco,PE,2021-03-28 16:08:59,-13.7,-76.2167,73.0,73,0,8.05
399,Rio Gallegos,AR,2021-03-28 16:09:45,-51.6226,-69.2181,55.4,28,0,25.32
400,Esna,EG,2021-03-28 16:09:45,25.2934,32.554,80.6,22,0,5.75
401,Grand Gaube,MU,2021-03-28 16:09:46,-20.0064,57.6608,80.01,75,12,0.83
402,Huaihua,CN,2021-03-28 16:09:46,27.5494,109.9592,67.42,90,28,1.86
403,Dicabisagan,PH,2021-03-28 16:09:46,17.0818,122.4157,77.16,89,54,3.6
404,Karratha,AU,2021-03-28 16:09:46,-20.7377,116.8463,86.79,52,6,9.15
405,Yudong,CN,2021-03-28 16:09:47,29.385,106.5194,69.8,52,0,11.18
406,Shache,CN,2021-03-28 16:09:47,38.4167,77.2406,60.28,25,100,9.04
407,Rocha,UY,2021-03-28 16:07:01,-34.4833,-54.3333,69.17,84,80,8.97
408,Kununurra,AU,2021-03-28 16:09:47,-15.7667,128.7333,77.0,94,98,4.61
409,Araouane,ML,2021-03-28 16:09:04,18.9048,-3.5265,94.1,3,0,11.39
410,Trat,TH,2021-03-28 16:09:48,12.5,102.5,84.99,99,8,2.21
411,Bara,NG,2021-03-28 16:06:49,10.3744,10.7288,93.2,11,0,14.97
412,Wakkanai,JP,2021-03-28 16:09:48,45.4094,141.6739,36.63,95,100,18.12
413,Lasa,IT,2021-03-28 16:09:49,46.6166,10.7002,68.0,26,0,5.75
414,Yeppoon,AU,2021-03-28 16:06:08,-23.1333,150.7333,71.6,83,40,1.14
415,Maues,BR,2021-03-28 16:09:49,-3.3836,-57.7186,85.48,67,84,5.17
416,Maningrida,AU,2021-03-28 16:09:49,-12.0667,134.2667,77.45,92,100,8.95
417,Sarangani,PH,2021-03-28 16:09:50,5.4033,125.4636,80.02,79,100,5.26
418,Panjab,AF,2021-03-28 16:09:50,34.388,67.0233,38.39,67,49,7.05
419,Inhambane,MZ,2021-03-28 16:05:08,-23.865,35.3833,80.6,61,20,9.22
420,Okhotsk,RU,2021-03-28 16:09:51,59.3833,143.3,-0.33,98,64,6.17
421,Kouango,CF,2021-03-28 16:09:51,4.9934,19.9619,93.09,33,50,4.29
422,Channel-Port Aux Basques,CA,2021-03-28 16:09:51,47.5702,-59.1367,26.22,66,85,7.29
423,Almaznyy,RU,2021-03-28 16:05:31,48.0448,40.045,48.2,53,20,6.71
424,Forio,IT,2021-03-28 16:09:51,40.7342,13.8646,62.01,75,0,14.0
425,Veraval,IN,2021-03-28 16:09:52,20.9,70.3667,79.34,78,69,10.58
426,Bonfim,BR,2021-03-28 16:09:52,3.0833,-59.95,86.0,62,75,13.8
427,Yellandu,IN,2021-03-28 16:09:52,17.6,80.3333,86.95,24,0,4.05
428,Mareeba,AU,2021-03-28 16:09:52,-17.0,145.4333,78.8,73,40,10.36
429,Oksfjord,NO,2021-03-28 16:09:53,70.2396,22.3479,39.2,48,0,10.36
430,Goba,ET,2021-03-28 16:09:53,7.0167,39.9833,55.31,50,100,3.94
431,Amuntai,ID,2021-03-28 16:08:07,-2.4177,115.2494,75.2,97,100,1.9
432,Meulaboh,ID,2021-03-28 16:07:15,4.1363,96.1285,78.01,85,92,3.02
433,Qabaqcol,AZ,2021-03-28 16:09:53,41.72,46.2647,48.2,66,75,6.91
434,Yerbogachen,RU,2021-03-28 16:09:53,61.2767,108.0108,10.49,99,86,2.64
435,Makat,KZ,2021-03-28 16:09:54,47.6469,53.3463,40.37,62,100,3.71
436,Freetown,SL,2021-03-28 16:09:54,8.484,-13.2299,84.2,61,40,11.5
437,Bardiyah,LY,2021-03-28 16:09:54,31.7561,25.0865,59.05,56,2,14.0
438,Ixtapa,MX,2021-03-28 16:09:55,20.7,-105.2,73.4,60,40,3.98
439,Port Stanley,FK,2021-03-28 16:09:55,-51.7,-57.85,53.6,71,40,29.93
440,Metro,ID,2021-03-28 16:09:55,-5.1131,105.3067,76.41,92,42,3.71
441,Saint-Francois,FR,2021-03-28 16:09:55,46.4154,3.9054,64.4,25,0,2.3
442,Orlik,RU,2021-03-28 16:09:55,52.5178,99.825,10.6,85,85,2.86
443,Miranda,CO,2021-03-28 16:09:56,3.2499,-76.2281,80.6,65,40,2.3
444,Tulun,RU,2021-03-28 16:09:56,54.5611,100.5792,24.69,98,100,2.68
445,Charters Towers,AU,2021-03-28 16:09:56,-20.1,146.2667,70.57,80,0,8.05
446,Yulara,AU,2021-03-28 16:09:57,-25.2406,130.9889,77.0,53,5,9.22
447,Luba,GQ,2021-03-28 16:09:57,3.4568,8.5547,87.8,74,20,11.5
448,Tiarei,PF,2021-03-28 16:08:58,-17.5333,-149.3333,77.0,78,20,4.61
449,Deputatskiy,RU,2021-03-28 16:09:57,69.3,139.9,-2.42,98,98,4.36
450,Buraydah,SA,2021-03-28 16:09:58,26.326,43.975,68.0,24,0,11.5
451,Lompoc,US,2021-03-28 16:06:01,34.6391,-120.4579,62.01,71,0,5.75
452,Kirkwall,GB,2021-03-28 16:09:58,58.9848,-2.9587,46.4,71,90,23.02
453,Baglung,NP,2021-03-28 16:09:58,28.2719,83.5898,62.44,32,50,6.53
454,Sarankhola,BD,2021-03-28 16:09:59,22.3082,89.7897,78.26,76,25,6.85
455,Moron,AR,2021-03-28 16:09:59,-34.6534,-58.6198,73.99,64,75,4.61
456,Tougan,BF,2021-03-28 16:09:59,13.0667,-3.0667,101.14,7,3,9.48
457,Srednekolymsk,RU,2021-03-28 16:09:59,67.45,153.6833,-18.04,100,88,2.86
458,Praya,CV,2021-03-28 16:10:00,14.9215,-23.5087,73.4,60,20,27.63
459,Ornskoldsvik,SE,2021-03-28 16:05:39,63.2909,18.7153,33.8,100,75,10.36
460,Manacapuru,BR,2021-03-28 16:10:00,-3.2997,-60.6206,84.2,79,40,8.05
461,Tyshkivka,UA,2021-03-28 16:10:00,48.4967,30.9423,52.38,53,47,7.11
462,Ylojarvi,FI,2021-03-28 16:10:00,61.5563,23.5961,41.0,60,75,14.97
463,Hobyo,SO,2021-03-28 16:10:01,5.3505,48.5268,81.39,77,31,13.67
464,Raga,SS,2021-03-28 16:10:01,8.4596,25.678,90.73,13,5,5.64
465,Te Anau,NZ,2021-03-28 16:10:02,-45.4167,167.7167,54.84,93,82,3.62
466,Tanout,NE,2021-03-28 16:10:02,14.9709,8.8879,87.91,8,0,19.55
467,Baijiantan,CN,2021-03-28 16:10:04,45.6333,85.1833,52.54,64,100,14.52
468,Nampula,MZ,2021-03-28 16:10:05,-15.1165,39.2666,77.0,83,75,5.75
469,Mercedes,AR,2021-03-28 16:10:05,-34.6515,-59.4307,73.0,93,99,4.0
470,Mayenne,FR,2021-03-28 16:10:05,48.3333,-0.6667,60.8,44,0,10.36
471,Tazmalt,DZ,2021-03-28 16:10:06,36.3868,4.3989,75.79,22,33,3.38
472,Ulaangom,MN,2021-03-28 16:09:08,49.9811,92.0667,16.07,80,100,5.37
473,Havelock,US,2021-03-28 16:07:22,34.8791,-76.9013,73.0,91,100,14.0
474,Carquefou,FR,2021-03-28 16:10:06,47.2982,-1.4902,64.4,45,0,8.05
475,North Bend,US,2021-03-28 16:09:12,43.4065,-124.2243,46.4,87,90,4.61
476,The Valley,AI,2021-03-28 16:10:06,18.217,-63.0578,82.4,69,75,18.41
477,Bemidji,US,2021-03-28 16:10:07,47.4736,-94.8803,35.01,55,40,6.91
478,Ahipara,NZ,2021-03-28 16:09:47,-35.1667,173.1667,65.66,94,99,7.61
479,Namyslow,PL,2021-03-28 16:10:07,51.0759,17.7228,53.01,40,0,8.05
480,Belmonte,BR,2021-03-28 16:10:07,-15.8631,-38.8828,86.0,62,20,17.27
481,Gizo,SB,2021-03-28 16:10:08,-8.103,156.8419,82.33,76,78,8.34
482,Chamba,IN,2021-03-28 16:10:08,32.5667,76.1333,70.77,45,97,2.46
483,Miri,MY,2021-03-28 16:10:08,4.4148,114.0089,80.6,89,40,3.44
484,Halmstad,SE,2021-03-28 16:10:09,56.6745,12.8568,46.99,93,75,19.57
485,Hami,CN,2021-03-28 16:10:10,42.8,93.45,60.28,27,47,7.16
486,Dunedin,NZ,2021-03-28 16:09:33,-45.8742,170.5036,54.0,95,91,3.0
487,Chapais,CA,2021-03-28 16:10:10,49.7834,-74.8492,30.2,93,90,16.11
488,Tukrah,LY,2021-03-28 16:10:11,32.5341,20.5791,59.45,59,97,10.49
489,Batticaloa,LK,2021-03-28 16:10:11,7.7102,81.6924,79.72,78,97,8.75
490,Valga,EE,2021-03-28 16:10:11,57.7778,26.0473,48.0,58,77,1.99
491,Turayf,SA,2021-03-28 16:08:03,31.6725,38.6637,62.6,27,0,4.61
492,Casas Grandes,MX,2021-03-28 16:10:11,30.3667,-107.95,55.99,33,0,8.99
493,Camabatela,AO,2021-03-28 16:10:12,-8.1881,15.375,71.85,75,100,4.21
494,Majene,ID,2021-03-28 16:10:12,-3.5403,118.9707,77.11,90,100,4.59
495,Namatanai,PG,2021-03-28 16:10:12,-3.6667,152.4333,79.03,79,100,8.16
496,Tadine,NC,2021-03-28 16:10:12,-21.55,167.8833,75.97,88,7,9.46
497,Boden,SE,2021-03-28 16:10:13,65.8252,21.6886,33.8,100,90,8.05
498,Conde,BR,2021-03-28 16:10:13,-7.2597,-34.9075,86.0,74,75,6.91
499,Dwarka,IN,2021-03-28 16:10:13,22.2394,68.9678,79.95,73,22,14.81
500,Neftegorsk,RU,2021-03-28 16:10:13,52.802,51.166,33.06,96,100,14.97
501,Plouzane,FR,2021-03-28 16:10:14,48.3833,-4.6167,55.4,67,0,21.85
502,Tsiroanomandidy,MG,2021-03-28 16:10:14,-18.7667,46.0333,68.2,87,52,2.51
503,Srivardhan,IN,2021-03-28 16:08:10,18.0333,73.0167,80.55,73,33,1.99
504,Mchinji,MW,2021-03-28 16:10:14,-13.7984,32.8802,64.56,94,100,5.19
505,Zuidhorn,NL,2021-03-28 16:10:14,53.2467,6.4028,48.99,87,90,19.57
506,Murray Bridge,AU,2021-03-28 16:10:15,-35.1167,139.2667,54.0,92,54,3.53
507,Miyako,JP,2021-03-28 16:10:15,39.6367,141.9525,53.91,95,100,15.97
508,Petropavlovsk-Kamchatskiy,RU,2021-03-28 16:10:15,53.0452,158.6483,21.2,49,9,8.95
509,Dukat,RU,2021-03-28 16:10:14,62.55,155.55,-7.92,95,100,4.07
510,Luena,AO,2021-03-28 16:10:15,-11.7833,19.9167,75.2,69,40,6.91
511,Alice Springs,AU,2021-03-28 16:10:16,-23.7,133.8833,69.8,68,55,4.61
512,Alyangula,AU,2021-03-28 16:10:16,-13.8483,136.4192,82.26,79,96,11.68
513,Vanavara,RU,2021-03-28 16:10:16,60.34,102.2797,8.58,99,78,2.21
514,Mount Isa,AU,2021-03-28 16:09:51,-20.7333,139.5,80.6,29,1,14.97
515,Sol-Iletsk,RU,2021-03-28 16:10:16,51.1631,54.9918,31.01,96,100,10.78
516,General Pico,AR,2021-03-28 16:10:17,-35.6566,-63.7568,68.97,44,0,6.62
517,Ouargaye,BF,2021-03-28 16:10:17,11.5033,0.0572,99.7,9,0,8.75
518,Awjilah,LY,2021-03-28 16:10:17,29.1081,21.2869,69.31,22,4,10.94
519,Havoysund,NO,2021-03-28 16:09:22,70.9963,24.6622,37.4,70,75,21.85
520,Rundu,NA,2021-03-28 16:07:00,-17.9333,19.7667,71.33,75,85,6.22
521,Porto Torres,IT,2021-03-28 16:10:18,40.835,8.3972,66.2,59,0,11.5
522,Novoderevyankovskaya,RU,2021-03-28 16:10:18,46.3231,38.7472,43.54,83,23,4.65
523,Russkiy Aktash,RU,2021-03-28 16:10:18,55.0384,52.1214,33.8,44,0,4.47
524,Jerez,GT,2021-03-28 16:10:18,14.1,-89.75,80.6,54,20,3.71
525,Acapulco,MX,2021-03-28 16:09:25,16.8634,-99.8901,84.2,34,1,2.3
526,Port-Gentil,GA,2021-03-28 16:09:28,-0.7193,8.7815,82.4,78,40,11.5
527,Camacha,PT,2021-03-28 16:10:19,33.0833,-16.3333,66.2,72,40,8.05
528,Dovers,VC,2021-03-28 16:10:19,12.8833,-61.1833,82.4,78,75,16.11
529,Conceicao Da Barra,BR,2021-03-28 16:10:19,-18.5933,-39.7322,90.1,47,0,8.66
530,Road Town,VG,2021-03-28 16:10:19,18.4167,-64.6167,84.2,61,40,16.11
531,Kirya,TZ,2021-03-28 16:10:20,-3.9167,37.4833,81.59,49,98,7.23
532,Fushan,CN,2021-03-28 16:10:20,37.4958,121.2581,50.4,38,41,8.77
533,Sun Prairie,US,2021-03-28 16:06:13,43.1836,-89.2137,39.0,44,20,20.71
534,Gisenyi,RW,2021-03-28 16:10:20,-1.7028,29.2564,80.6,47,40,9.22
535,Pareora,NZ,2021-03-28 16:10:21,-44.4871,171.2132,55.0,97,64,3.0
536,Nyurba,RU,2021-03-28 16:10:21,63.2842,118.3319,7.09,99,83,4.05
537,Clyde,US,2021-03-28 16:10:21,41.3042,-82.9752,51.01,76,100,1.99
538,Gasa,PS,2021-03-28 16:10:22,31.5,34.4667,62.01,56,5,11.59
539,Shimonoseki,JP,2021-03-28 16:10:22,33.95,130.95,57.2,72,20,16.11
540,Ulaanbaatar,MN,2021-03-28 16:06:25,47.9077,106.8832,19.4,63,0,4.27
541,Shenjiamen,CN,2021-03-28 16:10:22,29.9576,122.298,55.71,89,0,7.65
542,Lisala,CD,2021-03-28 16:10:22,2.15,21.5167,89.28,42,39,3.78
543,Marzuq,YE,2021-03-28 16:06:21,14.4,46.4667,73.36,33,1,10.71
544,Sampit,ID,2021-03-28 16:10:23,-2.5333,112.95,75.02,97,100,1.57
545,Windsor,CA,2021-03-28 16:10:23,42.3001,-83.0165,52.0,76,90,23.02
546,Bilma,NE,2021-03-28 16:10:23,18.6853,12.9164,84.72,9,0,5.64
547,Maumere,ID,2021-03-28 16:10:23,-8.6199,122.2111,79.72,81,92,3.09
548,Mexico,PH,2021-03-28 16:10:24,15.0646,120.7198,78.8,78,40,8.05
549,Tokur,RU,2021-03-28 16:10:24,53.1333,132.9,20.86,98,99,3.49
550,Nioro,GM,2021-03-28 16:10:24,13.35,-15.75,105.26,7,0,7.96
551,Serenje,ZM,2021-03-28 16:10:24,-13.2325,30.2352,64.15,94,43,5.46
552,Mahuta,TZ,2021-03-28 16:10:24,-10.8667,39.45,72.45,91,36,2.77
553,Alta Floresta,BR,2021-03-28 16:10:25,-9.8756,-56.0861,73.4,100,75,6.91
554,Svobodnyy,RU,2021-03-28 16:10:25,51.4,128.1333,38.21,80,100,10.25
555,Syracuse,IT,2021-03-28 16:09:14,37.0881,15.2792,66.2,48,0,13.8
556,Cururupu,BR,2021-03-28 16:07:07,-1.8283,-44.8683,84.97,70,98,5.7
557,Choma,ZM,2021-03-28 16:10:25,-16.8065,26.9531,68.13,73,28,4.59
558,Barra Dos Coqueiros,BR,2021-03-28 16:06:02,-10.9089,-37.0386,86.0,62,20,11.5
559,Kabinda,CD,2021-03-28 16:10:26,-6.1333,24.4833,69.39,92,100,3.56
560,Ginir,ET,2021-03-28 16:10:26,7.1333,40.7,67.89,29,100,5.84
561,Huarmey,PE,2021-03-28 16:10:26,-10.0681,-78.1522,74.64,73,78,8.41
562,Jalu,LY,2021-03-28 16:10:26,29.0331,21.5482,69.28,22,2,10.83
563,Beipiao,CN,2021-03-28 16:10:27,41.7919,120.7792,45.52,25,1,16.13
564,Hamilton,US,2021-03-28 16:06:23,39.1834,-84.5333,51.8,54,75,23.02
565,Viransehir,TR,2021-03-28 16:10:27,37.2353,39.7631,46.92,54,1,8.55
566,Yatou,CN,2021-03-28 16:10:27,37.15,122.3833,46.58,45,26,8.14
567,Hukuntsi,BW,2021-03-28 16:10:28,-24.0,21.75,82.76,26,3,3.53
568,Tobol,KZ,2021-03-28 16:10:28,52.6844,62.5794,16.56,93,7,8.01
569,Calama,CL,2021-03-28 16:10:29,-22.4667,-68.9333,75.2,15,0,17.27
570,Paramonga,PE,2021-03-28 16:10:29,-10.6667,-77.8333,74.71,72,84,9.4
571,Rock Springs,US,2021-03-28 16:10:29,41.5875,-109.2029,45.0,42,1,13.8
572,Comodoro Rivadavia,AR,2021-03-28 16:06:37,-45.8667,-67.5,66.2,59,0,8.05
573,Omboue,GA,2021-03-28 16:10:30,-1.5746,9.2618,82.35,76,60,9.13
574,Lufilufi,WS,2021-03-28 16:10:30,-13.8745,-171.5986,73.4,100,75,3.44
